	article_title
3361	Non-Controversial Christ Painting Under Fire From Art Community
3362	Haggar Physicists Develop 'Quantum Slacks'
3363	Every Brand Of Alcohol Reminds Man Of A Different Story
3364	Author Wishes She Hadn't Blown Personal Tragedy On First Book
3365	Mom-And-Pop Loan Sharks Being Driven Out By Big Credit-Card Companies
3366	Bush Actually President, Nation Suddenly Realizes
3367	Dot-Commers To Receive Unemployment Benefits In Form Of Stock Options
3368	Wal-Mart Opens Store In Winesburg, Ohio
3369	Best Friends Each Secretly Think Of The Other As Sidekick
3370	High-School Senior Marvels At What A Long, Strange Trip It's Been
3371	Site Of Fatal Auto Accident Tritely Commemorated
3372	Pro Athlete Lauded For Being Decent Human Being
3373	Russia Acquires Amway Distributorship
3374	Nation's Porn Stars Demand To Be Fucked Harder
3375	Mom Brought To Tears By Thing Picked Up At Airport
3376	Work Avoided Through Extensive List-Making
3377	New Technological Breakthrough To Fix Problems Of Previous Breakthrough
3378	God Diagnosed With Bipolar Disorder
3379	Lowest Common Denominator Continues To Plummet
3380	Area Man's Free Time Monopolized By Friend With No Other Friends
3381	Local Man Exhausted After Long Day Of Video Games
3382	Area Father Must Have Read Some Drug-Slang Brochure Or Something
3383	Gay-Pride Parade Sets Mainstream Acceptance Of Gays Back 50 Years
3384	Area Woman Judges Everything By Whether It's Cute
3385	Best-Laid Plans Of Mice And Men Faulted In 747 Crash
3386	Stuffed-Animal Biodiversity Rising
3387	Bush Regales Dinner Guests With Impromptu Oratory On Virgil's Minor Works
3388	Song About Heroin Used To Advertise Bank
3389	Teacher Of The Year Awards 'A Fashion Nightmare'
3390	Navy Admiral Considers Death Of Son Within Acceptable Loss Range
3391	Hero Citizen Can Name All 50 States
3392	Accountants Pack Times Square For Fiscal New Year
3393	57 Lawmakers Feared Dead In Senate Mine Disaster
3394	Girlfriend Changes Man Into Someone She's Not Interested In
3395	Cardinals Blasted For Negative Campaign Tactics In Papal Race
3396	As Real-Estate Agent, Area Man's Appearance Crucial
3397	Woman's Day Writer Recounts Own Harrowing Battle With Caffeine Addiction
3398	Hamster Thrown From Remote-Control Monster Truck
3399	Hilarious Love Letter Found In Street
3400	Everything In Entire World Now Collectible
3401	Area Man Less Capable Than Own Watch
3402	No Jennifer Lopez News Today
3403	Attempts Made To Enjoy Sake
3404	Starbucks To Begin Sinister 'Phase Two' Of Operation
3405	Sociologist Considers Own Behavior Indicative Of Larger Trends
3406	Twister Party Fails To Get Dirty
3407	Area Man Unsure What To Do With All The Extra Ketchup Packets
3408	Vince McMahon's X-SPAN Promises Bone-Crunching Legislative Coverage
3409	General Motors Reports Record Sales Of New Disposable Car
3410	Neurotic Woman Turns To Neurotic Friends For Support
3411	Action Figures Set Cubicle Apart
3412	The JFK Jr. Tragedy:
3413	Supportive Gay Friend To Counsel American People On Ways Of Romance
3414	Video-Game Violence Blamed In Giant-Robot Shooting Spree
3415	Beauty Of National Forest Enjoyed By Logger
3416	New Parents Desperately Seeking Other New Parents For Socializing
3417	Human Tragedy Tops Nielsens
3418	Nigeria Elects Black President
3419	Guy At Bar A Little Too Into Stevie Ray Vaughan
3420	Grueling Household Tasks Of 19th Century Enjoyed By Suburban Woman
3421	Customer's Attempt To Complain To Manager Thwarted By Employee
3422	Irrepressible Bad Boy Slays Seven
3423	Congress Holds Weekend Trust-Building Retreat
3424	Report: Mankind's Knowledge Of TV Trivia Doubling Every Three Years
3425	Receptionist At Chiropractor's Office Considering Pursuing Chiropractic Degree
3426	Clinton Vaguely Disappointed By Lack Of Assassination Attempts
3427	Lava Lamps Revert From Passé Retro Kitsch Back To Novel Retro Camp
3428	Recently Born-Again Christian Finally Has Social Life
3429	Marilyn Manson Now Going Door-To-Door Trying To Shock People
3430	Finest Opera Singer Of Her Generation Unknown By Her Generation
3431	Area Man Proudly Accepts Exit-Row Responsibilities
3432	Metric System Thriving In Nation's Inner Cities
3433	Developmentally Disabled Burger King Employee Only Competent Worker
3434	Area Man Likes To Think Of Own Past As Sordid
3435	'80s Retro Craze Sweeps Executive Branch
3436	Vacationing Woman Thinks Cats Miss Her
3437	Bush: 'Our Long National Nightmare Of Peace And Prosperity Is Finally Over'
3438	Corpse-Reanimation Technology Still 10 Years Off, Say MIT Mad Scientists
3439	Rural Nebraskan Not Sure He Could Handle Frantic Pace Of Omaha
3440	Man Who Thought He Was On Date Actually Just At Work-Related Get-Together
3441	Critics Hail Porn Director's Debut As 'Shamelessly Masturbatory Male-Empowerment Fantasy'
3442	National Machete Association Speaks Out Against Machete-Control Legislation
3443	Religious Cousin Ruins Family's Christmas
3444	Joe Eszterhas Brought In To Punch Up Senate Bill
3445	Web-Browser History A Chronicle Of Couple's Unspoken Desires
3446	Man Feels Brief Sense Of Triumph After Completing Free-Frozen-Yogurt Punchcard
3447	Scrappy Band Of Lovable Misfits No Match For Rich Kids
3448	48-Year-Old Still Unsure What He Wants To Do With His Life
3449	Nation's Dog Owners Demand To Know Who's A Good Boy
3450	Black Guy Photoshopped In
3451	Vatican Warns Against Increasingly Healthy Attitudes Toward Sex
3452	Lab Rabbit Strongly Recommends Cover Girl Waterproof Mascara For Sensitive Eyes
3453	Third-Grader Awaits Lesson For Cursive G
3454	Report: 98 Percent Of U.S. Commuters Favor Public Transportation For Others
3455	Teen Exposed To Violence, Profanity, Adult Situations By Family
3456	Serbia Deploys Peacekeeping Forces To U.S.
3457	NBC News Reverses Earlier Report Of Gore's Death
3458	Nation Plunges Into Chaos
3459	Clinton Declares Self President For Life
3460	Bush Executes 253 New Mexico Democrats
3461	Communication With Florida Cut Off
3462	Bush Or Gore: 'A New Era Dawns'
3463	Neighborhood Children Gear Up For Hotly Anticipated 'Opening Of The Gerbil's Tomb'
3464	None
3465	New Girlfriend Tests Poorly With Peer Focus Group
3466	Something Weird Going On In That Montessori School, Neighbor Reports
3467	Howard Stern Organizes Women's Health Symposium
3468	Nation Fills Up On Bread
3469	Mall Security All Up In Girl's Face
3470	Man With Hodgkin's Disease Way Over Sick-Day Limit
3471	School 'Fine,' U.S. Teens Report
3472	Area Man Experimenting With Homosexuality For Past Eight Years
3473	None
3474	Discovery Of Oil Turns Peru Into Bunch Of Assholes
3475	Aging Gen-Xer Doesn't Find Bad Movies Funny Anymore
3476	Family Spends Awkward, Silent Quality Time Together
3477	Bush Horrified To Learn Presidential Salary
3478	Teen Lands Job With Fortune 500 Company
3479	Clinton Suffering From Senioritis, White House Sources Say
3480	Area Pastor Likes To Inject A Little Humor Into His Sermons
3481	CNN Still Releasing News Piled Up During Elián González Saga
3482	Break-Up Made Easier With Colorful Visual Aids
3483	Congressional Panel To Investigate Old Parker Mansion
3484	Russia's Closest Friends Ready To Try Military Intervention
3485	Independent Film Made By Dependent 27-Year-Old
3486	Man Ashamed Of Own Joy Upon Receiving New Mop Head
3487	More U.S. Children Being Diagnosed With Youthful Tendency Disorder
3488	None
3489	Graphic Designer's Judgment Clouded By Desire To Use New Photoshop Plug-In
3490	Performance Artist Shocks U.S. Out Of Apathetic Stupor
3491	Area Boyfriend Keeps Bringing Up Scrabble Victory
3492	Rare Disease Nabs Big-Time Celebrity Spokesman
3493	Internet Friend Gradually Getting Creepier
3494	Every Single Thing Reminds Altman Buff Of Altman Film
3495	Business-Card Drawing For Free Sandwich Mired In Scandal
3496	Congress Allocates Some Serious Do-Re-Mi To Drought Relief
3497	Terrorist Extremely Annoyed By Delayed Flight
3498	Exit Interview Goes Well
3499	Nation Trying To Fix Up Ralph Nader With Date
3500	Christian Right Lobbies To Overturn Second Law Of Thermodynamics
3501	Parents' Record Collection Deemed Hilarious
3502	Area Man Just Wants Regular Haircut Without All The Frou-Frou
3503	Dolphins Evolve Opposable Thumbs
3504	Gatorade Pledges $240 Million In Thirst Aid To Underquenched Nations
3505	Troubled Robert Downey Jr. Placed Under 24-Hour Media Surveillance
3506	Wedding-Reception DJ's Choice Of 'Strokin'' Proves Controversial
3507	Improved Communication Ruins Marriage
3508	Search For Area Shoney's Intensifies
3509	Science Guy Bill Nye Killed In Massive Vinegar/Baking-Soda Explosion
3510	Nevada Gaming Commission Lobbies Congress For Just $20 Million 'Til Friday
3511	No One Seems To Care That Area Man's Bike Was Stolen
3512	British Parliament Accused Of Plagiarizing U.S. Senate Bill S.576
3513	Morning Meeting Refocuses, Re-Energizes Sales Team
3514	Fun Toy Banned Because Of Three Stupid Dead Kids
3515	Carload Of Faggots Just Pulled Up To Drive-Thru, Cashier Reports
3516	Visiting Gore Calls Pennsylvania 'A Hellhole'
3517	Video-Game Characters Denounce Randomly Placed Swinging Blades
3518	Stoner Architect Drafts All-Foyer Mansion
3519	Hershey's Ordered To Pay Obese Americans $135 Billion
3520	Small Town's 'Cryptosporidium Daze' Fails To Attract Visitors
3521	Copycat Killing 'Misses Subtleties Of Original,' Say Police
3522	Man Who Thought He'd Lost All Hope Loses Last Additional Bit Of Hope He Didn't Even Know He Still Had
3523	Parents Of 80-Pound Toddler Lapping Up Publicity
3524	Ad-Agency Print Buyer Can't Believe They Want To Add A Perf This Late In The Game
3525	Bush Reluctantly Accepts Donation From Parents
3526	None
3527	Employee Of The Month Sad It's Already The 19th
3528	L.A. Efficiency Chosen As Site Of 2000 Libertarian Convention
3529	Malignant Tumor Sees Every Day As Gift From God
3530	Dedicated Student Cartoonist Takes On Campus Issues
3531	Mormon Teen Loses Inhibitions After Third Benadryl
3532	Burundi Beef Council: 'Please Send Beef'
3533	Local Celebrity Cracks Under Stress Of Local Fame
3534	Republicans Back Universal Lawn-Care Bill
3535	Eight-Pound Man Removed From Woman's Vagina
3536	Area Applebee's A Hotbed Of Machiavellian Political Maneuvering
3537	Ant Farm Teaches Children About Toil, Death
3538	Blue Line Jumps 11 Percent
3539	Area Man Really Wants To Like The Marx Brothers
3540	Account Manager Fondly Remembers Day In College When Everyone Hung Out On Roof
3541	Five Or Six Dudes Jump Out Of Nowhere And Just Start Whaling On This One Guy
3542	Raccoon Leaders Call For Loosening Of Garbage-Can Lids
3543	High-School Senior Amazed By Coolness Of University Of Wisconsin-Whitewater
3544	Apartment-Wide Porn Sweep Precedes Date's Arrival
3545	Twelve Customers Gunned Down In Convenience-Store Clerk's Imagination
3546	Canadian Girlfriend Unsubstantiated
3547	Slightly Upset Woman Declared Insane
3548	U.S. No Longer Responsible For Lost Or Stolen Items
3549	Employee Forced To Appear In Training Video
3550	Kid Rock Starves To Death
3551	Woman Who 'Loves Brazil' Has Only Seen Four Square Miles Of It
3552	Local Hipster Over-Explaining Why He Was At The Mall
3553	Man, Woman Refuse To Lower Standards For Each Other
3554	Gore Camp Denies Putting Bush Camp's Canoe In Treetop
3555	None
3556	American People To Live Happily Ever After
3557	Mistranslated Myths Of Nomadic Desert Shepherd Tribe Taken At Face Value
3558	Coalition Of Developmentally Disabled Adults Demands Trip To McDonald's
3559	Internet Opens Up Whole New World Of Illness For Local Hypochondriac
3560	Mountain Dew Users May Go On To Use Harder Beverages
3561	Area Woman Offended For Fourth Time In One Day
3562	Dave Stenulson Calls For Greater Recognition Of Stenulson-Americans
3563	Neighbors Believed Murderer Only Capable Of Rape
3564	Mid-Level Manager Forced To Find Out Who Isn't Flushing The Toilet
3565	Federal Judge Rules Parker Brothers Holds Monopoly Monopoly
3566	Congress Wonders If It's Even Making A Difference Anymore
3567	Area Man Creeped Out By Request To 'Make Love'
3568	Insurance Executive Fakes Own Life
3569	Freshman Psych Student Diagnoses Roommate With Bipolar Disorder
3570	Nation Shocked By Pre-Natal Shooting
3571	South Postpones Rising Again For Yet Another Year
3572	Area Man Only Reads Books About Movies, TV, Music
3573	Funyuns Still Outselling Responsibilityuns
3574	U.S. Population At 13,462
3575	Attempt To Impress Becky Lundegaard Undermined By Interloper
3576	'Peeing Calvin' Decals Now Recognized As Vital Channel Of National Discourse
3577	Gore Already Regretting Promise To Help Clinton Move Out
3578	Diversity Celebrated With Compulsory Luncheon
3579	Apartment Full Of Jesus Stuff Brings Date To Screeching Halt
3580	Majestic Lowland Gorilla Exploited For Comic Effect
3581	Lack Of Second Car Preserves Marriage
3582	Executive Quits Fast Track To Spend More Time With Possessions
3583	Parents Of Nasal Learners Demand Odor-Based Curriculum
3584	Suicide Attempts A Desperate Cry For Death
3585	Federal Government Introduces Six New Sizzlin' Skillet Breakfasts
3586	Bush 'Refuses To Dignify' Mass-Murder Allegations
3587	Survey: Less Than One Percent Of Pedestrians Gots 50 Cent For The Bus
3588	None
3589	Area Father Praised For Helping Raise Family
3590	Comedian Confesses To Killing Them Out There
3591	None
3592	FBI To Require Background Checks For Child-Care Providers
3593	Nation's Teens Disappointed By Banned Books
3594	All Of Family's Neuroses Projected Onto Dog
3595	Senate Candidate Drops Out Of Race Due To Shyness
3596	Israelites Sue God For Breach Of Covenant
3597	Pathetic Goal Reached
3598	Affluent White Man Enjoys, Causes The Blues
3599	Consumer Safety Commission Fondly Recalls Stretch Armstrong Doll
3600	Demographers Postulate Existence Of Life Forms Over 35
3601	Russia To Consult With Wise Old Woman Of Woods
3602	New Mommy A Lot Prettier
3603	Regulation Spitefully Obeyed To The Letter
3604	Area Man Constantly Mentioning He Doesn't Own A Television
3605	Amazing New 'Swiffer' Fails To Fill The Void
3606	Local Prostitutes Eagerly Await Dentists' Convention
3607	Giant Cockroach In Bathroom 'A Harrowing,Kafkaesque Experience,' Grad Student Says
3608	None
3609	Report: Rich Consistently Outearning Poor
3610	Area Man Consults Internet Whenever Possible
3611	Local Airhead Wants To Work With Kids
3612	Bush Reaches Out To Hispanic Community With Generous Tip
3613	Teen Drug Use Traced To Ineffective PSAs
3614	Stemke Family Murder Rate Lowest In 20 Years
3615	Area Sales Rep Played A Little Football Back In College
3616	Cousin Oliver To Join White House For Last Year Of Clinton Presidency
3617	Important Christmas Lessons Already Forgotten
3618	Nation's Schoolchildren Call For Cuts In Math, Science Funding
3619	Energetic Self-Starter Instantly Despised By Co-Workers
3620	"Local Church Spends Six Weeks Organizing Excruciatingly Tedious ""Fun Fair"""
3621	No Seven-Headed Dragon Rising In East
3622	Man Of The Millennium: Death
3623	Feds Uncover Secret Santa Ring
3624	Computer-Generated Talking Cat On TV Delights Iowa Woman
3625	Area Man Can Actually Feel The Advanced Vapor Action Working
3626	Area Man An Avid Weightgainer
3627	Octogenarian May Already Have Won Huge Cash Prize
3628	Archaeological Dig Uncovers Ancient Race Of Skeleton People
3629	Clinton Blows Entire Paycheck
3630	Ironic Porn Purchase Leads To Unironic Ejaculation
3631	Ferocious Ad Assault Crushes Ragtag Sales Resistance
3632	Terrorist Bomb Not Defused In Thrilling, Suspense-Packed Final Minutes
3633	Jesus 'Really Dreading' This Next Birthday
3634	Hedonistic Orgy Marred By Exclusively Overweight, Middle-Aged Participants
3635	Anti-Racism Laws Mutate Racism Into Newer, Stronger Form
3636	None
3637	Area Man Hasn't Told Co-Workers About His Billy Joel Fanpage Yet
3638	Molly Hatchet's Nightmare Descent Into Booze, Sex, Drugs 'Not All That Nightmarish,' Guitarist Admits
3639	Species Of Blue-Green Algae Announces IPO
3640	U.S. Bedwetters Decide Against Nationwide Awareness-Raising Campaign
3641	Child Unimpressed With Aurora Borealis After Whole Day Of Tekken 3
3642	Local Man Orders Now
3643	New Study Too Frightening To Release
3644	Jewish Anti-Deprecation League Protests New Woody Allen Movie
3645	Clinton Writes Fan Letter To Joan Jett
3646	Child Earns Clock Radio For 78 Hours Of Work
3647	Nation Outraged By CSU Student-Council Decision
3648	Local Trailer Park Shatters No Stereotypes
3649	Pudding-Factory Disaster Brings Slow, Creamy Death To Town Below
3650	Non-Spooktacular Haunted House Under Fire From Community
3651	Report: TV Helps Build Valuable Looking Skills
3652	Area Man Finds Soda-Winning Game Piece He Forgot About
3653	Unattractive Man Just Like A Brother To Area Woman
3654	National Funk Congress Deadlocked On Get Up/Get Down Issue
3655	Telegeneticists Breed More Mediagenic Humans
3656	America Reminded Of Beef's Existence By Bold New Ad Campaign
3657	Male Orgasm Captured On Film
3658	Newly Unearthed Time Capsule Just Full Of Useless Old Crap
3659	Office Copying Getting Out Of Hand, Says Office Manager
3660	Area Man Had No Idea There Was So Much To Know About Buying A Sofa
3661	Local Newscaster Enjoys Celebrity Status At Charity Fun Run
3662	Congress Passes 'America Is #1' Bill
3663	New E-Toilet To Revolutionize Online Shitting
3664	Corruption In Bosnian Government Reveals Existence Of Bosnian Government
3665	Guy At Next Table Won't Shut Up About The Capitol Steps
3666	You Worth It
3667	Disgruntled Ninja Silently Kills 12 Co-Workers
3668	Bill Bradley Denies Being Into Spin Doctors In Early '90s
3669	She's Probably Sleeping With Him Right Now, Local Man Obsesses
3670	Elegant Funeral Ruined By Presence Of Hideous Corpse
3671	79 Percent Of Americans Missing The Point Entirely
3672	T.A. Spotted At Bar
3673	Clinton Molested By Visiting Uncle
3674	Huge Quantities Of Primo Shit Incinerated By Feds
3675	Small, Dedicated Group Of Concerned Citizens Fails To Change World
3676	Cruise, Kidman Walk Through Lobby
3677	Columbine Jocks Safely Resume Bullying
3678	Corporation's New Logo Changes Everything
3679	Pizza-Delivery Driver's Sixth Grandmother Dies
3680	Family That Prays Together Suffers Through Long, Hellish Marriage Together
3681	Hundreds Of Thousands Of Sad, Lonely People Waiting To Take Your Call
3682	Schaumburg Man Dimly Aware Of Shadowy, Non-Schaumburg World Out There
3683	Scientists Discover Gene Responsible For Eating Whole Goddamn Bag Of Chips
3684	Area Homosexual Thinks He's Still In The Closet
3685	Upcoming Los Angeles Earthquake 'Will Be Huge,' Insiders Say
3686	Clinton Meets With Guy With Tie
3687	None
3688	Traumatized Child Comforted By Television
3689	U.S. Ice Cubes Melting At Alarming Rate
3690	Soulmate Dropped For New, Better Soulmate
3691	Area Man Believes In Existence Of Masking Tape Somewhere Out There In Garage
3692	'Weird Al' Yankovic Nears Completion Of 'Livin' La Vida Mocha'
3693	Congress Approves $4 Billion For Bread, Circuses
3694	Wedding Catering Cart Videotaped For Posterity
3695	Lone Teen Rebels Against Mandatory-Nametag Policy
3696	Great Strides Made By Pretty Women In The Past Year
3697	Christ 'Categorically Denies' Speaking To Lutheran-College Administrator
3698	Giant Undersea Cephalopods Targeted By Pepsi
3699	Insane Clown Posse Gets Ride To Concert From Mom
3700	Black Executive Prominently Displayed
3701	80 Billion Tons Of Jar Jar Merchandise Now 70 Percent Off
3702	Doctors Give Area Man Six Months To Pay
3703	Klingon Speakers Now Outnumber Navajo Speakers
3704	Seven-Year-Old Enjoys Fun Toxic-Spill Evacuation
3705	Dog Urine Lowers Heart-Attack Risk, Say Snickering Researchers
3706	Co-Worker Just A Little Too Excited About Company Summer Softball League
3707	Report: 89 Percent Of Citizens Still Believe In The American Dream Car
3708	Fundamentalist Aesopians Interpret Fox-Grapes Parable Literally
3709	World's Top Scientists Ponder: What If The Whole Universe Is, Like, One Huge Atom?
3710	Area Mom Freaking Out For No Reason Again
3711	Area Payroll Secretary Really Pushing Direct Deposit For Some Reason
3712	Should The U.S. Impose Limits On Incredibly Stupid Shit?
3713	Aliens Demand More Positive Portrayal In The Media
3714	Area Man's Life Slipping Away Even As He Reads This
3715	Nation's Experts Give Up
3716	Busy, Busy Postindustrial Society
3717	Deciding Vote On Wetlands Preservation Bill Rests With The Littlest Senator
3718	White Family Moves To Town
3719	Totally Hot Chick Also Way Psycho
3720	Wacky Morning DJ Faces Crisis Of Journalistic Ethics
3721	Clinton Injected With Highly Unstable Experimental Growth Serum
3722	Nation Demands Easier Instructions
3723	Hall Monitor Pushed Into Girls' Restroom
3724	Led Zeppelin Bumper Stickers Now Probable Cause For Vehicular Search In 13 States
3725	Area Daughter Wearing Next To Nothing
3726	Millions and Millions Dead
3727	Importance Of Education Given Valuable Lip Service
3728	Shopping Mall Opens With Help Of Richard Dean Anderson
3729	Society For Creative Anachronism Seizes Control Of Russia
3730	Backpack-Laden Student Trudges Slack-Jawed Past Wonders Of Ancient World
3731	8-Year-Old Accidentally Exercises Second Amendment Rights
3732	Assistant Manager Corrupted By Power
3733	Red-Lace Nightie Portends Another Excruciating Night For Closeted Husband
3734	Report: World's Nuclear Arsenal 'Pretty Much' Accounted For
3735	New Television Show In The Works
3736	Congressman Waits Until Last Minute To Write New Law
3737	Telemarketing Industry Celebrates First Sale
3738	Tornado Violence: Are Tornadic Images In The Media To Blame?
3739	Area Man Goes And Gets Himself Hit By A Goddamn Bus
3740	Area Friend's Artwork Totally Amazing
3741	Deterioration Of Bauhaus T-Shirt Symbolizes End Of Era For Local Man
3742	Brutality-Desensitization Process Nearly Complete
3743	Creditors Repossess New England From Debt-Ridden U.S.
3744	Nation Impressed By Large Pair Of Breasts
3745	Social Security System Overhauled To Provide 'Early-Death Incentives'
3746	NYPD Apologizes For Accidental Shooting-Clubbing-Stabbing-Firebombing Death
3747	Alternate-Universe James Hetfield Named Taco Bell Employee Of The Month
3748	Area Man Unafraid To Try New Snacks
3749	Police Baffled By Bottle-Shaped Paper Bag
3750	Horrible Bitch Of An Ex-Girlfriend Missed Terribly
3751	McDonald's Employee Just In It For The Money
3752	None
3753	Neighbors Confront Alcoholic Child-Abuser About His Lawn
3754	Area Man Confounded By Buffet Procedure
3756	Inspirational Nike Ad Gives Woman Courage To Reach Full Spending Potential
3757	Manifesto Coming Along Fine
3758	American People Ruled Unfit To Govern
3759	Romantic-Comedy Behavior Gets Real-Life Man Arrested
3760	Christ Converts To Islam
3761	Enchanted Spatula Can Only Be Used To Flip Food By One Who Is Pure In Thought And Deed
3762	Community Bands Together To Get Through Lesbian-Gym-Teacher Crisis
3763	WB Targets Booming U.S. Prison Population With New Sitcom
3764	Revolutionary New Insoles Combine Five Forms Of Pseudoscience
3765	Stoner Regales Friends With Tale Of This One Bong He Saw In Iowa City Once
3766	Ice Broken At Area Sales Seminar
3767	Single Marine Sent Back In Time To Resolve Kosovo Crisis
3768	U.S. Populace Lurches Methodically Through The Motions For Yet Another Day
3769	Spoiled, Doughy Brat Makes Local Parent Feel Spiritually Whole
3770	Aspiring Actress' Vagina Photographed
3771	New Study Finds College Binge Drinking To Be A Blast
3772	Sudan Passes Campaign-Finance Reform
3773	Mass Of Unfreshened Air Moving In From Arctic Circle
3774	Horribly Awkward First Sexual Encounter 'Worth The Wait' For Christian Newlyweds
3775	Sinn Fein Leaders Demand Year-Round Shamrock Shake Availability
3776	Reformist Ku Klux Klan Splinter Group Claims Blacks, Jews May Be Partially Human
3777	Area 5-Year-Old Has Tummy Cancer
3778	Bottom Of Barrel Dangerously Overscraped, Experts Warn
3780	Omaha Man To Probably Stay In Omaha Another Year Or Two
3781	Secretary Of State Returns From 'Fucking Incredible' Diplomatic Trip To Ireland
3782	Revlon Forced To Test Cosmetics On Plants
3783	Tortilla-Chip Supply Dwindling, Reports Man On Couch
3784	Brightly Colored Uniforms Boost Employee Morale
3785	Miracle Of Birth Occurs For 83 Billionth Time
3786	Snacktime Made More Fun
3787	New Yangtze Dam To Provide Enough Hydroelectricity To Shock 1.2 Billion Chinese Genitals
3788	Loved Ones Recall Local Man's Cowardly Battle With Cancer
3789	Apple Employee Fired For Thinking Different
3790	Enormous Bra Found
3791	Unknown Gunman In Hardee's Parking Lot On Verge Of International Prominence
3792	13-Year-Old Girl Can't Believe How Immature Everyone Is
3793	Greenspan, Entourage Demolish Hotel Room
3794	Corporate-Welfare Recipients: Are They Eating Steak And Driving Cadillacs?
3795	Land Mine Seizes Power In Angola
3796	Aging Pope 'Just Blessing Everything In Sight,' Say Concerned Handlers
3797	Price-Gun-Wielding Maniac Riddles Supermarket With Savings
3798	Gaywads, Dorkwads Sign Historic Wad Accord
3799	Ex-Girlfriend Wins Custody Of Shared Friends
3800	Spencer Man May Not Actually Make The Difference At Spencer State Bank
3801	Study: Sniffing Glue Proven Effective In Treatment Of Adolescent Boredom
3802	Lewinsky Subpoenaed To Re-Blow Clinton On Senate Floor
3803	Roof On Fire Claims Lives Of 43 Party People
3804	Violence: Is It The Answer?
3805	Teenage Boys Helpfully Point Out Fat Girl's Shortcomings
3806	New Sony In-Utero TV To Entertain Children In The Womb
3807	Man Required To Wear Tie Decides It Might As Well Be Wacky
3808	Clinton Deploys Very Special Forces To Iraq
3809	SWM May Have Lied About Liking Sunsets, Long Walks
3810	Bloodthirsty, Undead Ghoul Advocates Chocolate-Cereal Consumption
3811	Long-Awaited Baby Boomer Die-Off To Begin Soon, Experts Say
3812	Transgendered Sea Anemone Denounced As 'Abomination' By Clergy
3813	Pantene Introduces New Behavioral Conditioner
3814	Area Man Way Too Into Local County History
3815	First-Amendment Bug Removed From Bill Of Rights 2.0
3816	Freshman Senator Dies In Hazing Incident
3817	Collectible-Plate Industry Calls For Tragic Death Of Streisand
3818	Animal-Rights Activists Release 71,000 Cows Into Wild
3819	Man In Chair Pauses To Consider Reclining Options
3820	Area Bedroom Has That Weird Jeff Smell, Housemates Report
3821	Report: Swelling Hippie Herds Pose Threat To Delicate Freakosystem
3822	Area Man Gets New Phone, Cardboard Box, Bubble Wrap, Polystyrene Blocks, Plastic Bag, Twist Ties
3823	Office Pariah Not Invited To Chi-Chi's Happy-Hour Get-Together
3824	God Answers Prayers Of Paralyzed Little Boy
3825	Auto Workers Strike For More Acrylic Novelty Baseball Caps
3826	Guy On Couch A Friend From Out Of Town, Roommate Reports
3827	Report: Hostess May Have Marketed Unhealthy 'Twinkies' To Minors
3828	Christ Kills Two, Injures Seven In Abortion-Clinic Attack
3829	Police Race To Scene Of Car Alarm
3830	New High-Viscosity Mayonnaise To Aid In American Swallowing
3831	Marxist Student Has Capitalist Parents
3832	Secretary Of State Makes Diplomatic Visit To Totally Fucked-Up Country
3833	Sales Manager Gets A Little Crazy At Office Party
3834	Area Woman To Get By On Looks For Six More Years
3835	Corporate Philanthropy-Misanthropy Ratio Holding Steady
3836	Educational Puppet Pelted With Crayons
3837	Report: Many Rappers May Suffer From Unrealistically High Self-Images
3838	Midwest Peace Talks Shattered By Illinois Toll-Booth Bombing
3839	Bounty Officials Approve Third Ply
3840	Still Too Soon To Masturbate Again, Local Man Decides
3841	Study: U.S. Pets' Healthcare Better Than Rwandan Humans'
3842	Selling Equals Winning, Ex-Athlete Tells Direct-Mail Merchandisers
3843	Area Man Forces Self To Drink Another Free Refill
3844	Fairy-Princess Ranks Depleting As Girls Aspire To Be Doctors, Lawyers
3845	Purple Neon Light Around License Plate Lures Potential Mate
3846	EPA Warns Of Rise In Global Heartwarming
3847	Area Man Has Naked-Lady Fetish
3848	Consumer-Product Diversity Now Exceeds Biodiversity
3849	State Department To Hold Enemy Tryouts Next Week
3850	Restaurant Owner Doesn't Understand Why Anyone Would Want To Steal His Fiberglass Big Boy
3851	Chicken Killed
3852	Area Teen's Sister Looking Pretty Good To Friend Of Area Teen
3853	FBI Discontinues Surveillance Of Rockwell
3855	Nation's Wealthiest One Percent Demands Minority Status
3856	Jesse Jackson Honored For Providing Inner-City Youths With Increased Photo Opportunities
3857	Everyone Involved In Pizza's Preparation, Delivery, Purchase Extremely High
3858	Poll: 73 Percent Of Americans Unable To Believe This Shit
3859	Ex-Cop Drawn Into Web Of Intrigue And Deceit By Frequently Naked Woman
3860	Jewish Elders Lift 6,000-Year Ham Ban
3861	None
3862	World Bank Offers Indonesia Totally Free Checking
3863	Crazy Man Announces Plans To Stand In Doorway, Yell At Cars All Day
3864	Tenth Circle Added To Rapidly Growing Hell
3865	Man On TV Urges Mass Purchase Of Listerine
3866	Local Anorexic Still Way Too Fat
3867	Strom Thurmond Drafts Bill Prohibiting Telegraph Porn
3868	'I Provide Office Solutions,' Says Pitiful Little Man
3869	NBC Unveils New 'Please-See TV' Thursday-Night Lineup
3870	Americans Want Racial Equality, Creme Filling
3871	Headless Barbie Found In Shallow Shoebox Grave
3872	Church Group Offers Homosexual New Life In Closet
3873	Blues Singer's Woman Permitted To Tell Her Side
3874	None
